,Year,District,Crop,Season,Rainfall_mm,Avg_Temp_C,Area_Ha,y,y_pred1
5861,2017,kandhamal,groundnut,winter,23,20,16,1.32,1.3371377
5862,2018,kandhamal,groundnut,winter,21,20,14,1.52,1.3531344
5863,2019,kandhamal,groundnut,winter,25,21,20,1.57,1.5751271
5864,2020,kandhamal,groundnut,winter,26,21,86,1.59,1.632455
5865,2021,kandhamal,groundnut,winter,23,19,102,1.72,1.6025242
5866,2022,kandhamal,groundnut,winter,21,20,43,2.04,1.891211
6008,2004,kandhamal,moong(green-gram),winter,21,23,98,0.09,0.13495761
6009,2005,kandhamal,moong(green-gram),winter,20,20,118,0.17,0.13952236
6010,2006,kandhamal,moong(green-gram),winter,19,20,171,0.17,0.13952236
6011,2007,kandhamal,moong(green-gram),winter,18,23,81,0.16,0.15756078
6012,2008,kandhamal,moong(green-gram),winter,17,23,81,0.15,0.15971696
6013,2009,kandhamal,moong(green-gram),winter,19,21,89,0.23,0.15789026
6014,2010,kandhamal,moong(green-gram),winter,18,22,66,0.13,0.14560981
6015,2011,kandhamal,moong(green-gram),winter,20,23,15,0.2,0.22643854
6016,2012,kandhamal,moong(green-gram),winter,21,23,69,0.19,0.23960663
6017,2013,kandhamal,moong(green-gram),winter,22,24,152,0.18,0.23349878
6018,2014,kandhamal,moong(green-gram),winter,23,25,92,0.18,0.23641634
6019,2015,kandhamal,moong(green-gram),winter,22,19,61,0.1,0.15555151
6020,2016,kandhamal,moong(green-gram),winter,21,18,47,0.19,0.23664771
6021,2017,kandhamal,moong(green-gram),winter,23,20,42,0.23,0.32665986
6022,2018,kandhamal,moong(green-gram),winter,21,20,20,0.27,0.36094996
6023,2019,kandhamal,moong(green-gram),winter,25,21,19,0.46,0.40833133
6024,2020,kandhamal,moong(green-gram),winter,26,21,43,0.41,0.3532587
6025,2021,kandhamal,moong(green-gram),winter,23,19,52,0.39,0.24215424
6026,2022,kandhamal,moong(green-gram),winter,21,20,85,0.4,0.29838815
6048,2004,kandhamal,rice,autumn,253,31,15000,1,0.9099157
6049,2005,kandhamal,rice,autumn,252,28,13000,0.92,0.9483356
6050,2006,kandhamal,rice,autumn,251,28,13000,1,0.950594
6051,2007,kandhamal,rice,autumn,250,29,14000,1,0.97094685
6052,2008,kandhamal,rice,autumn,238,31,14000,1.07,0.9631326
6053,2009,kandhamal,rice,autumn,268,28,11000,1,0.93736184
6054,2010,kandhamal,rice,autumn,253,28,12000,1,0.89891833
6055,2011,kandhamal,rice,autumn,252,29,5000,1,0.8920772
6056,2012,kandhamal,rice,autumn,254,30,8000,1.13,1.1445199
6057,2013,kandhamal,rice,autumn,265,30,9000,1.22,1.242235
6058,2014,kandhamal,rice,autumn,245,28,9000,1.22,1.236381
6059,2015,kandhamal,rice,autumn,215,28,4000,0.5,0.6912963
6060,2016,kandhamal,rice,autumn,220,29,5370,1.28,1.3555833
6061,2017,kandhamal,rice,autumn,252,28,2850,1.17,1.4451376
6062,2018,kandhamal,rice,autumn,258,29,3830,1.49,1.3292241
6063,2019,kandhamal,rice,autumn,259,28,3240,1.37,1.504805
6064,2020,kandhamal,rice,autumn,267,27,4570,1.53,1.5453731
6065,2021,kandhamal,rice,autumn,290,29,1429,1.12,1.5390621
6066,2022,kandhamal,rice,autumn,251,30,1120,1.56,1.6039554
6068,2004,kandhamal,rice,summer,39,27,1000,1,1.1051228
6069,2005,kandhamal,rice,summer,38,28,1000,1,1.1596154
6071,2007,kandhamal,rice,summer,35,30,1000,1,1.1156541
6072,2008,kandhamal,rice,summer,36,32,1000,1,1.0864948
6074,2010,kandhamal,rice,summer,32,31,1000,1,1.0682821
6075,2011,kandhamal,rice,summer,40,30,1000,1,1.1160151
6076,2012,kandhamal,rice,summer,40,32,71000,0.01,0.57307845
6078,2014,kandhamal,rice,summer,45,31,1000,1,1.5772773
6080,2016,kandhamal,rice,summer,47,34,360,2.36,2.2940762
6081,2017,kandhamal,rice,summer,42,29,120,2.17,2.241871
6082,2018,kandhamal,rice,summer,41,29,100,2.2,2.233254
6083,2019,kandhamal,rice,summer,42,30,100,2.2,2.4807239
6084,2020,kandhamal,rice,summer,42.5,31,350,2.6,2.5161326
6085,2021,kandhamal,rice,summer,41.2,31,436,2.6,2.510348
6086,2022,kandhamal,rice,summer,42.5,30,210,2.57,2.5301125
6088,2004,kandhamal,rice,winter,21,23,42000,1.43,1.3798544
6089,2005,kandhamal,rice,winter,20,20,42000,1.4,1.3872728
6090,2006,kandhamal,rice,winter,19,20,42000,1.48,1.3872728
6091,2007,kandhamal,rice,winter,18,23,40000,1.45,1.4582886
6092,2008,kandhamal,rice,winter,17,23,39000,1.46,1.4487445
6093,2009,kandhamal,rice,winter,19,21,37000,1.43,1.4393736
6094,2010,kandhamal,rice,winter,18,22,41000,1.39,1.3866643
6095,2011,kandhamal,rice,winter,20,23,32000,1.13,1.244645
6096,2012,kandhamal,rice,winter,21,23,35000,1.77,1.5790552
6097,2013,kandhamal,rice,winter,22,24,37000,1.62,1.7917502
6098,2014,kandhamal,rice,winter,23,25,36000,2.03,1.8941962
6099,2015,kandhamal,rice,winter,22,19,26000,0.92,1.3218523
6100,2016,kandhamal,rice,winter,21,18,35040,1.87,1.7536922
6101,2017,kandhamal,rice,winter,23,20,27150,1.6,1.5297643
6102,2018,kandhamal,rice,winter,21,20,34290,2.01,1.7875352
6103,2019,kandhamal,rice,winter,25,21,36410,1.87,2.1240034
6104,2020,kandhamal,rice,winter,26,21,41390,2.15,2.146679
6105,2021,kandhamal,rice,winter,23,19,32714,1.79,1.8931202
6106,2022,kandhamal,rice,winter,21,20,41190,2.31,2.3719037
6108,2004,kendrapa,rice,autumn,258,26,3000,1.33,1.0089128
6109,2005,kendrapa,rice,autumn,253,29,8000,1.25,0.9725316
6110,2006,kendrapa,rice,autumn,255,29,5000,0.6,0.9354188
6111,2007,kendrapa,rice,autumn,256,29,5000,1,0.9570971
6112,2008,kendrapa,rice,autumn,254,28,3000,0.33,1.0041109
6113,2009,kendrapa,rice,autumn,258,27,3000,1.67,1.0037713
6114,2010,kendrapa,rice,autumn,259,29,3000,1.33,1.0729793
6115,2011,kendrapa,rice,autumn,260,29,2000,1,1.1604072
6116,2012,kendrapa,rice,autumn,262,30,2000,1.5,1.466788
6117,2013,kendrapa,rice,autumn,249,29,3000,1.33,1.4582229
6118,2014,kendrapa,rice,autumn,250,28,2000,1.5,1.5561956
6119,2015,kendrapa,rice,autumn,248,29,2000,2,1.4607935
6120,2016,kendrapa,rice,autumn,244,28,670,2.04,1.6548826
6121,2017,kendrapa,rice,autumn,252,27,1570,1.81,1.5866584
6122,2018,kendrapa,rice,autumn,232,29,1010,1.33,1.5616076
6123,2019,kendrapa,rice,autumn,265,29,870,2.07,1.8042371
6124,2020,kendrapa,rice,autumn,255,30,1240,1.87,1.7551641
6125,2021,kendrapa,rice,autumn,253,28,382,1.88,1.7969179
6126,2022,kendrapa,rice,autumn,258,29,570,2.21,2.1017337
6128,2004,kendrapa,groundnut,summer,48,25,3209,1.42,1.29984
6129,2005,kendrapa,groundnut,summer,47,29,5320,1.35,1.2699591
6130,2006,kendrapa,groundnut,summer,46,32,3084,1.17,1.2588431
6131,2007,kendrapa,groundnut,summer,49,32,4043,1.25,1.2552404
6132,2008,kendrapa,groundnut,summer,42,33,2399,0.94,1.234831
6133,2009,kendrapa,groundnut,summer,43,31,1941,1.15,1.2709085
6134,2010,kendrapa,groundnut,summer,45,32,3149,0.99,1.2719681
6135,2011,kendrapa,groundnut,summer,46,30,2333,1.07,1.2876807
6136,2012,kendrapa,groundnut,summer,42,30,1691,0.97,1.3047057
6137,2013,kendrapa,groundnut,summer,45,32,1985,1.66,1.4564745
6138,2014,kendrapa,groundnut,summer,48,31,800,1.59,1.4042972
6139,2015,kendrapa,groundnut,summer,49,29,992,1.24,1.3952533
6140,2016,kendrapa,groundnut,summer,50,30,420,1.16,1.4740607
6141,2017,kendrapa,groundnut,summer,52,32,337,1.19,1.451965
6142,2018,kendrapa,groundnut,summer,51,32,616,1.86,1.4797133
6143,2019,kendrapa,groundnut,summer,49,31,164,1.52,1.8313603
6144,2020,kendrapa,groundnut,summer,48,32,562,1.36,1.8363459
6145,2021,kendrapa,groundnut,summer,46,30,234,2.39,1.8911921
6146,2022,kendrapa,groundnut,summer,50,29,344,1.9,1.8346598
6308,2004,kendrapa,rice,summer,48,25,3000,2.33,1.9709916
6309,2005,kendrapa,rice,summer,47,29,3000,2.67,1.9850564
6310,2006,kendrapa,rice,summer,46,32,3000,2,1.927716
6311,2007,kendrapa,rice,summer,49,32,2000,3,1.9689826
6312,2008,kendrapa,rice,summer,42,33,5000,2,1.8565454
6313,2009,kendrapa,rice,summer,43,31,2000,2,1.9338703
6314,2010,kendrapa,rice,summer,45,32,3000,2,1.9320623
6315,2011,kendrapa,rice,summer,46,30,3000,2.33,1.935694
6316,2012,kendrapa,rice,summer,42,30,259000,0.03,0.25159273
6317,2013,kendrapa,rice,summer,45,32,2000,2,2.4253287
6318,2014,kendrapa,rice,summer,48,31,1000,2,2.4484181
6319,2015,kendrapa,rice,summer,49,29,2000,2,2.3393786
6320,2016,kendrapa,rice,summer,50,30,420,3.43,2.6951172
6321,2017,kendrapa,rice,summer,52,32,70,1.86,2.633995
6322,2018,kendrapa,rice,summer,51,32,70,2.57,2.6383176
6323,2019,kendrapa,rice,summer,49,31,1760,2.11,2.9242299
6324,2020,kendrapa,rice,summer,48,32,910,3.19,2.8244274
6325,2021,kendrapa,rice,summer,46,30,1304,2.41,2.7951632
6326,2022,kendrapa,rice,summer,50,29,490,3.94,2.8098874
6328,2004,kendrapa,rice,winter,25,25,131000,1.49,1.4246392
6329,2005,kendrapa,rice,winter,26,22,129000,1.67,1.3927835
6330,2006,kendrapa,rice,winter,28,22,128000,1.1,1.3647461
6331,2007,kendrapa,rice,winter,30,25,134000,1.38,1.476236
6332,2008,kendrapa,rice,winter,29,23,135000,1.39,1.4414741
6333,2009,kendrapa,rice,winter,30,22,138000,1.67,1.4282972
6334,2010,kendrapa,rice,winter,22,21,129000,1.22,1.4127204
6335,2011,kendrapa,rice,winter,29,23,130000,1.5,1.4414741
6336,2012,kendrapa,rice,winter,28,23,138000,1.86,1.5878315
6337,2013,kendrapa,rice,winter,28,25,130000,1.15,1.8005615
6338,2014,kendrapa,rice,winter,28,24,123000,1.42,1.7538406
6339,2015,kendrapa,rice,winter,27,24,116000,1.84,1.6005923
6340,2016,kendrapa,rice,winter,26,25,123690,2.6,2.3713493
6341,2017,kendrapa,rice,winter,29,22,120240,1.37,1.7753396
6342,2018,kendrapa,rice,winter,25,19,123760,1.44,1.7875849
6343,2019,kendrapa,rice,winter,30,20,125170,2.14,2.093775
6344,2020,kendrapa,rice,winter,28,19,127870,1.81,2.0392144
6345,2021,kendrapa,rice,winter,28,21,121313,1.6,2.0362422
6346,2022,kendrapa,rice,winter,29,22,120050,2.27,2.2616003
6368,2004,keonjhar,groundnut,autumn,250,26,261,0.68,0.73282164
6369,2005,keonjhar,groundnut,autumn,252,25,212,0.72,0.72879785
6370,2006,keonjhar,groundnut,autumn,252,29,192,0.74,0.76387954
6371,2007,keonjhar,groundnut,autumn,253,29,81,0.57,0.7488244
6372,2008,keonjhar,groundnut,autumn,251,27,81,0.6,0.7328215
6373,2009,keonjhar,groundnut,autumn,250,29,108,0.72,0.8105049
6374,2010,keonjhar,groundnut,autumn,254,28,149,0.94,0.75636727
6375,2011,keonjhar,groundnut,autumn,249,29,143,0.78,0.8297448
6376,2012,keonjhar,groundnut,autumn,248,27,59,0.88,0.9318282
6377,2013,keonjhar,groundnut,autumn,247,26,34,0.92,1.0351695
6378,2014,keonjhar,groundnut,autumn,254,28,76,1.3,1.04213
6379,2015,keonjhar,groundnut,autumn,256,29,82,0.77,1.0474019
6380,2016,keonjhar,groundnut,autumn,253,26,138,1.14,1.224494
6381,2017,keonjhar,groundnut,autumn,250,27,113,1.34,1.2314063
6382,2018,keonjhar,groundnut,autumn,259,28,16,1.65,1.1827495
6383,2019,keonjhar,groundnut,autumn,248,29,137,1.85,1.6875695
6384,2020,keonjhar,groundnut,autumn,239,27,99,1.77,1.6480085
6385,2021,keonjhar,groundnut,autumn,258,25,983,1.4,1.597787
6386,2022,keonjhar,groundnut,autumn,252,29,179,1.29,1.5489309
6388,2004,keonjhar,groundnut,summer,48,25,102,1.3,1.0842409
6389,2005,keonjhar,groundnut,summer,49,27,9,0.46,0.9843689
6390,2006,keonjhar,groundnut,summer,50,29,75,0.83,1.0703264
6391,2007,keonjhar,groundnut,summer,52,30,15,0.89,0.9915848
6392,2008,keonjhar,groundnut,summer,53,28,21,0.8,0.9692552
6393,2009,keonjhar,groundnut,summer,55,28,33,1.03,0.984107
6394,2010,keonjhar,groundnut,summer,45,27,39,1.11,1.0576086
6395,2011,keonjhar,groundnut,summer,50,29,2,1.55,1.4767725
6396,2012,keonjhar,groundnut,summer,52,28,48,0.55,1.033283
6397,2013,keonjhar,groundnut,summer,51,30,78,0.98,1.3698764
6398,2014,keonjhar,groundnut,summer,58,30,27,1.21,1.1163456
6399,2015,keonjhar,groundnut,summer,59,31,62,1.42,1.231269
6400,2016,keonjhar,groundnut,summer,57,30,5,0.58,1.0996597
6401,2017,keonjhar,groundnut,summer,47,30,10,1.84,1.2409607
6402,2018,keonjhar,groundnut,summer,45,28,5,2.06,1.2884892
6403,2019,keonjhar,groundnut,summer,52,30,143,1.84,1.9088537
6404,2020,keonjhar,groundnut,summer,53,29,121,2.6,1.9288863
6405,2021,keonjhar,groundnut,summer,51,30,153,2.3,1.9403638
6406,2022,keonjhar,groundnut,summer,54,31,177,2.26,1.8143046
6408,2004,keonjhar,groundnut,winter,18,24,108,0.87,0.95156294
6409,2005,keonjhar,groundnut,winter,19,21,287,0.64,0.949676
6410,2006,keonjhar,groundnut,winter,20,20,95,0.67,0.9505142
6411,2007,keonjhar,groundnut,winter,17,23,105,0.81,0.99637926
6412,2008,keonjhar,groundnut,winter,15,20,54,0.75,0.97303456
6413,2009,keonjhar,groundnut,winter,18,19,210,0.95,1.0137573
6414,2010,keonjhar,groundnut,winter,18,18,93,1.06,1.019518
6415,2011,keonjhar,groundnut,winter,18,18,101,1.02,1.0449626
6416,2012,keonjhar,groundnut,winter,19,19,135,0.85,1.0927398
6417,2013,keonjhar,groundnut,winter,20,20,63,1.18,1.2070198
6419,2015,keonjhar,groundnut,winter,25,21,185,2.19,1.2962755
6420,2016,keonjhar,groundnut,winter,19,23,189,1.08,1.4347864
6421,2017,keonjhar,groundnut,winter,22,22,2,1.15,1.2543337
6423,2019,keonjhar,groundnut,winter,24,19,84,1.48,1.7429022
6424,2020,keonjhar,groundnut,winter,25,20,40,0.75,1.3577842
6425,2021,keonjhar,groundnut,winter,18,20,306,1.77,1.8245094
6426,2022,keonjhar,groundnut,winter,17,19,55,1.99,1.9175775
6628,2004,keonjhar,moong(green-gram),summer,48,25,316,0.33,0.32106367
6629,2005,keonjhar,moong(green-gram),summer,49,27,172,0.39,0.29751852
6630,2006,keonjhar,moong(green-gram),summer,50,29,131,0.55,0.34499973
6631,2007,keonjhar,moong(green-gram),summer,52,30,195,0.39,0.35165307
6632,2008,keonjhar,moong(green-gram),summer,53,28,80,0.29,0.2938411
6633,2009,keonjhar,moong(green-gram),summer,55,28,349,0.34,0.3165799
6634,2010,keonjhar,moong(green-gram),summer,45,27,276,0.26,0.30314693
6635,2011,keonjhar,moong(green-gram),summer,50,29,129,0.29,0.35290295
6636,2012,keonjhar,moong(green-gram),summer,52,28,462,0.29,0.37482348
6637,2013,keonjhar,moong(green-gram),summer,51,30,297,0.23,0.43120185
6638,2014,keonjhar,moong(green-gram),summer,58,30,194,0.32,0.43331772
6639,2015,keonjhar,moong(green-gram),summer,59,31,857,0.34,0.5114714
6640,2016,keonjhar,moong(green-gram),summer,57,30,471,0.54,0.48037508
6641,2017,keonjhar,moong(green-gram),summer,47,30,335,0.45,0.48797262
6642,2018,keonjhar,moong(green-gram),summer,45,28,101,0.43,0.44878218
6643,2019,keonjhar,moong(green-gram),summer,52,30,280,0.66,0.48850426
6644,2020,keonjhar,moong(green-gram),summer,53,29,117,0.49,0.47328258
6645,2021,keonjhar,moong(green-gram),summer,51,30,183,0.49,0.49630287
6646,2022,keonjhar,moong(green-gram),summer,54,31,230,0.6,0.48538154
6648,2004,keonjhar,moong(green-gram),winter,18,24,275,0.22,0.1964192
6649,2005,keonjhar,moong(green-gram),winter,19,21,222,0.25,0.20015389
6650,2006,keonjhar,moong(green-gram),winter,20,20,216,0.33,0.19763212
6651,2007,keonjhar,moong(green-gram),winter,17,23,125,0.22,0.22018963
6652,2008,keonjhar,moong(green-gram),winter,15,20,155,0.22,0.21233983
6653,2009,keonjhar,moong(green-gram),winter,18,19,320,0.27,0.24585953
6654,2010,keonjhar,moong(green-gram),winter,18,18,520,0.25,0.24641298
6655,2011,keonjhar,moong(green-gram),winter,18,18,80,0.25,0.24274792
6656,2012,keonjhar,moong(green-gram),winter,19,19,208,0.3,0.29936633
6657,2013,keonjhar,moong(green-gram),winter,20,20,132,0.24,0.30055788
6658,2014,keonjhar,moong(green-gram),winter,22,20,106,0.31,0.31690085
6659,2015,keonjhar,moong(green-gram),winter,25,21,104,0.33,0.34746474
6660,2016,keonjhar,moong(green-gram),winter,19,23,501,0.41,0.41569105
6661,2017,keonjhar,moong(green-gram),winter,22,22,34,0.5,0.4109672
6662,2018,keonjhar,moong(green-gram),winter,23,21,69,0.29,0.38736308
6663,2019,keonjhar,moong(green-gram),winter,24,19,11,0.32,0.36149913
6664,2020,keonjhar,moong(green-gram),winter,25,20,53,0.29,0.3483068
6665,2021,keonjhar,moong(green-gram),winter,18,20,176,0.33,0.36294648
6666,2022,keonjhar,moong(green-gram),winter,17,19,293,0.53,0.4143697
6688,2004,keonjhar,rice,autumn,250,26,55000,0.87,0.8679097
6689,2005,keonjhar,rice,autumn,252,25,52000,0.83,0.9582691
6690,2006,keonjhar,rice,autumn,252,29,46000,0.89,0.97095275
6691,2007,keonjhar,rice,autumn,253,29,50000,1.12,0.99580383
6692,2008,keonjhar,rice,autumn,251,27,44000,0.98,0.95981246
6693,2009,keonjhar,rice,autumn,250,29,46000,1,0.9759708
6694,2010,keonjhar,rice,autumn,254,28,38000,0.61,0.8913652
6695,2011,keonjhar,rice,autumn,249,29,32000,1.16,0.99287677
6696,2012,keonjhar,rice,autumn,248,27,24000,1.29,1.318574
6697,2013,keonjhar,rice,autumn,247,26,30000,1.33,1.4399122
6698,2014,keonjhar,rice,autumn,254,28,34000,1.59,1.4795908
6699,2015,keonjhar,rice,autumn,256,29,25000,0.72,1.2277004
6700,2016,keonjhar,rice,autumn,253,26,20140,1.44,1.5898453
6701,2017,keonjhar,rice,autumn,250,27,25650,1.6,1.5476016
6702,2018,keonjhar,rice,autumn,259,28,28990,1.79,1.5438915
6703,2019,keonjhar,rice,autumn,248,29,27980,2.25,2.403626
6704,2020,keonjhar,rice,autumn,239,27,29920,2.65,2.5088713
6705,2021,keonjhar,rice,autumn,258,25,20792,2.66,2.5126312
6706,2022,keonjhar,rice,autumn,252,29,17910,3.55,3.0288537
6708,2004,keonjhar,rice,summer,48,25,2000,2.5,1.9164857
6709,2005,keonjhar,rice,summer,49,27,3000,2,1.9757869
6710,2006,keonjhar,rice,summer,50,29,2000,2,2.0101326
6711,2007,keonjhar,rice,summer,52,30,5000,1.8,1.7726792
6712,2008,keonjhar,rice,summer,53,28,2000,1.5,1.8445868
6713,2009,keonjhar,rice,summer,55,28,2000,2,1.8445868
6714,2010,keonjhar,rice,summer,45,27,3000,2.33,1.9796908
6715,2011,keonjhar,rice,summer,50,29,2000,2.5,2.0117776
6716,2012,keonjhar,rice,summer,52,28,277000,0.03,0.5749794
6717,2013,keonjhar,rice,summer,51,30,2000,3,2.552192
6718,2014,keonjhar,rice,summer,58,30,2000,2.5,2.2616045
6719,2015,keonjhar,rice,summer,59,31,1000,4,2.4489837
6720,2016,keonjhar,rice,summer,57,30,1010,2.63,2.5554879
6721,2017,keonjhar,rice,summer,47,30,920,2.61,2.7697093
6722,2018,keonjhar,rice,summer,45,28,570,2.68,2.7317603
6723,2019,keonjhar,rice,summer,52,30,2120,3.01,3.26608
6724,2020,keonjhar,rice,summer,53,29,1740,3.35,3.371198
6725,2021,keonjhar,rice,summer,51,30,1664,3.85,3.3840818
6726,2022,keonjhar,rice,summer,54,31,1380,2.9,3.0873747
6728,2004,keonjhar,rice,winter,18,24,148000,1.51,1.4162995
6729,2005,keonjhar,rice,winter,19,21,146000,1.6,1.4976219
6730,2006,keonjhar,rice,winter,20,20,144000,1.5,1.4976219
6731,2007,keonjhar,rice,winter,17,23,152000,1.78,1.5514379
6732,2008,keonjhar,rice,winter,15,20,161000,1.42,1.504262
6733,2009,keonjhar,rice,winter,18,19,147000,1.55,1.5404307
6734,2010,keonjhar,rice,winter,18,18,140000,1.16,1.3624014
6735,2011,keonjhar,rice,winter,18,18,138000,1.79,1.3624014
6736,2012,keonjhar,rice,winter,19,19,144000,1.71,1.7294456
6737,2013,keonjhar,rice,winter,20,20,144000,1.58,2.028206
6738,2014,keonjhar,rice,winter,22,20,140000,2.53,2.0934129
6739,2015,keonjhar,rice,winter,25,21,157000,1.18,1.8081092
6740,2016,keonjhar,rice,winter,19,23,171690,2.27,2.0564528
6741,2017,keonjhar,rice,winter,22,22,161790,2.17,2.0553296
6742,2018,keonjhar,rice,winter,23,21,131130,2.39,2.1507215
6743,2019,keonjhar,rice,winter,24,19,147690,3.08,2.7367055
6744,2020,keonjhar,rice,winter,25,20,139110,3.05,2.8491576
6745,2021,keonjhar,rice,winter,18,20,128539,3.07,2.8267179
6746,2022,keonjhar,rice,winter,17,19,155860,3.49,3.1787715
6787,2004,khordha,groundnut,summer,34,29,624,1.19,1.30445
6788,2005,khordha,groundnut,summer,33,30,613,1.39,1.3331481
6789,2006,khordha,groundnut,summer,35,31,454,1.11,1.2993269
6790,2007,khordha,groundnut,summer,32,32,788,1.38,1.3633684
6791,2008,khordha,groundnut,summer,30,32,1096,1.32,1.4281869
6792,2009,khordha,groundnut,summer,38,31,445,1.48,1.4041317
6793,2010,khordha,groundnut,summer,30,31,634,1.42,1.3349788
6794,2011,khordha,groundnut,summer,29,29,197,1.4,1.2110676
6795,2012,khordha,groundnut,summer,28,30,302,1.18,1.2849648
6796,2013,khordha,groundnut,summer,36,28,414,1.34,1.7015115
6797,2014,khordha,groundnut,summer,28,31,75,1.24,1.4808934
6798,2015,khordha,groundnut,summer,29,31,641,1.26,1.4496197
6799,2016,khordha,groundnut,summer,35,30,164,2.46,2.130313
6800,2017,khordha,groundnut,summer,32,32,75,2.03,1.9356512
6801,2018,khordha,groundnut,summer,35,30,173,3.83,2.1561818
6802,2019,khordha,groundnut,summer,30,29,73,2.24,2.2358165
6803,2020,khordha,groundnut,summer,31,32,918,2.44,2.2635381
6804,2021,khordha,groundnut,summer,29,31,155,2.27,2.144509
6805,2022,khordha,groundnut,summer,30,32,58,1.7,1.8534974
7027,2004,khordha,moong(green-gram),summer,34,29,7716,0.21,1.0424607
7028,2005,khordha,moong(green-gram),summer,33,30,11405,0.16,0.5185398
7029,2006,khordha,moong(green-gram),summer,35,31,14731,0.15,0.8669738
7030,2007,khordha,moong(green-gram),summer,32,32,11300,0.16,1.1516865
7031,2008,khordha,moong(green-gram),summer,30,32,11067,0.16,1.1413611
7032,2009,khordha,moong(green-gram),summer,38,31,15008,0.18,0.29264328
7033,2010,khordha,moong(green-gram),summer,30,31,12631,0.22,0.37310886
7034,2011,khordha,moong(green-gram),summer,29,29,9031,0.23,0.4077277
7035,2012,khordha,moong(green-gram),summer,28,30,14008,0.22,0.34713024
7036,2013,khordha,moong(green-gram),summer,36,28,12047,0.3,0.45699283
7037,2014,khordha,moong(green-gram),summer,28,31,17889,0.23,0.4720371
7038,2015,khordha,moong(green-gram),summer,29,31,15579,0.21,0.3921314
7039,2016,khordha,moong(green-gram),summer,35,30,19584,0.43,0.46232486
7040,2017,khordha,moong(green-gram),summer,32,32,8215,0.43,0.6367072
7041,2018,khordha,moong(green-gram),summer,35,30,9046,0.35,0.45821983
7042,2019,khordha,moong(green-gram),summer,30,29,9817,0.48,0.60019845
7043,2020,khordha,moong(green-gram),summer,31,32,7601,0.2,0.9826059
7044,2021,khordha,moong(green-gram),summer,29,31,11268,0.38,0.39956158
7045,2022,khordha,moong(green-gram),summer,30,32,8244,0.36,0.6076304
7047,2004,khordha,moong(green-gram),winter,22,25,3684,0.16,0.23934439
7048,2005,khordha,moong(green-gram),winter,21,22,3870,0.14,0.22335915
7049,2006,khordha,moong(green-gram),winter,23,22,1658,0.16,0.22030592
7050,2007,khordha,moong(green-gram),winter,24,25,1536,0.15,0.26749307
7051,2008,khordha,moong(green-gram),winter,25,23,2077,0.14,0.23225257
7052,2009,khordha,moong(green-gram),winter,26,21,2618,0.17,0.22724888
