Year,District,Crop,Season,Rainfall_mm,Avg_Temp_C,Area_Ha,Yield_t_ha
2009,jharsuguda,horse-gram,winter,13,20,153,0.43
2010,jharsuguda,horse-gram,winter,14,20,330,0.29
2011,jharsuguda,horse-gram,winter,14,19,141,0.16
2012,jharsuguda,horse-gram,winter,13,22,75,0.42
2013,jharsuguda,horse-gram,winter,12,23,116,0.34
2014,jharsuguda,horse-gram,winter,11,25,30,0.35
2015,jharsuguda,horse-gram,winter,10,24,92,0.32
2016,jharsuguda,horse-gram,winter,10,21,133,0.43
2017,jharsuguda,horse-gram,winter,9,21,213,0.36
2018,jharsuguda,horse-gram,winter,12,23,47,0.28
2019,jharsuguda,horse-gram,winter,8,21,72,0.27
2020,jharsuguda,horse-gram,winter,9,22,118,0.32
2021,jharsuguda,horse-gram,winter,9,23,270,0.33
2022,jharsuguda,horse-gram,winter,10,20,127,0.32
,,,,,,,
2004,jharsuguda,maize,autumn,250,31,3,3.13
2005,jharsuguda,maize,autumn,252,28,5,0.88
,,,,,,,
2007,jharsuguda,maize,autumn,251,29,2,1.4
2008,jharsuguda,maize,autumn,248,27,2,0.85
2009,jharsuguda,maize,autumn,249,27,10,0.84
2010,jharsuguda,maize,autumn,263,28,75,1.91
2011,jharsuguda,maize,autumn,289,28,19,2.5
2012,jharsuguda,maize,autumn,210,29,61,2.16
2013,jharsuguda,maize,autumn,230,29,49,2.14
2014,jharsuguda,maize,autumn,236,30,28,3.12
2015,jharsuguda,maize,autumn,245,28,14,3.61
2016,jharsuguda,maize,autumn,250,29,33,3.12
2017,jharsuguda,maize,autumn,252.2,28,130,2.78
2018,jharsuguda,maize,autumn,259,29,15,2.47
2019,jharsuguda,maize,autumn,262,27,18,2.71
2020,jharsuguda,maize,autumn,249,28,153,3.42
2021,jharsuguda,maize,autumn,247,29,423,2.91
2022,jharsuguda,maize,autumn,250,30,85,3.18
,,,,,,,
,,,,,,,
2005,jharsuguda,maize,summer,21,27,2,1.6
,,,,,,,
2007,jharsuguda,maize,summer,21,33,1,1.6
,,,,,,,
2009,jharsuguda,maize,summer,20,34,1,1.1
2010,jharsuguda,maize,summer,19,33,3,1.5
,,,,,,,
2012,jharsuguda,maize,summer,19,31,3,1.87
2013,jharsuguda,maize,summer,20,30,2,3
,,,,,,,
2015,jharsuguda,maize,summer,23,30,1,3
,,,,,,,
2017,jharsuguda,maize,summer,24,32,2,7.05
,,,,,,,
2019,jharsuguda,maize,summer,21,30,1,1
,,,,,,,
2021,jharsuguda,maize,summer,20,28,12,4.58
2022,jharsuguda,maize,summer,21,31,1,4
,,,,,,,
2004,jharsuguda,potato,winter,8,23,151,10.32
2005,jharsuguda,potato,winter,9,20,110,8.81
2006,jharsuguda,potato,winter,10,25,140,11.98
2007,jharsuguda,potato,winter,11,21,112,10.46
2008,jharsuguda,potato,winter,12,22,114,10.98
2009,jharsuguda,potato,winter,13,20,109,11.08
2010,jharsuguda,potato,winter,14,20,159,9.56
2011,jharsuguda,potato,winter,14,19,97,8.44
2012,jharsuguda,potato,winter,13,22,102,10.9
2013,jharsuguda,potato,winter,12,23,86,11.27
2014,jharsuguda,potato,winter,11,25,113,9.57
2015,jharsuguda,potato,winter,10,24,53,8.5
2016,jharsuguda,potato,winter,10,21,142,9.81
2017,jharsuguda,potato,winter,9,21,74,10.6
2018,jharsuguda,potato,winter,12,23,24,13.35
2019,jharsuguda,potato,winter,8,21,41,13.17
2020,jharsuguda,potato,winter,9,22,64,10.19
2021,jharsuguda,potato,winter,9,23,291,10.64
2022,jharsuguda,potato,winter,10,20,99,10.54
,,,,,,,
2004,jharsuguda,ragi,autumn,250,31,2,0.45
,,,,,,,
2006,jharsuguda,ragi,autumn,253,28,1,0.8
2007,jharsuguda,ragi,autumn,251,29,2,0.4
2008,jharsuguda,ragi,autumn,248,27,3,0.63
2009,jharsuguda,ragi,autumn,249,27,1,0.5
2010,jharsuguda,ragi,autumn,263,28,2,0.4
,,,,,,,
2012,jharsuguda,ragi,autumn,210,29,2,0.45
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2017,jharsuguda,ragi,autumn,252.2,28,12,0.17
,,,,,,,
,,,,,,,
,,,,,,,
2021,jharsuguda,ragi,autumn,247,29,6,0.52
2022,jharsuguda,ragi,autumn,250,30,107,0.71
,,,,,,,
2004,jharsuguda,sesamum,winter,8,23,2018,0.28
2005,jharsuguda,sesamum,winter,9,20,3184,0.3
2006,jharsuguda,sesamum,winter,10,25,1846,0.31
2007,jharsuguda,sesamum,winter,11,21,1192,0.29
2008,jharsuguda,sesamum,winter,12,22,663,0.29
2009,jharsuguda,sesamum,winter,13,20,2755,0.44
2010,jharsuguda,sesamum,winter,14,20,2603,0.19
2011,jharsuguda,sesamum,winter,14,19,399,0.13
2012,jharsuguda,sesamum,winter,13,22,304,0.32
2013,jharsuguda,sesamum,winter,12,23,347,0.34
2014,jharsuguda,sesamum,winter,11,25,87,0.34
2015,jharsuguda,sesamum,winter,10,24,278,0.19
2016,jharsuguda,sesamum,winter,10,21,362,0.4
2017,jharsuguda,sesamum,winter,9,21,449,0.35
2018,jharsuguda,sesamum,winter,12,23,67,0.14
2019,jharsuguda,sesamum,winter,8,21,146,0.23
2020,jharsuguda,sesamum,winter,9,22,183,0.24
2021,jharsuguda,sesamum,winter,9,23,657,0.28
2022,jharsuguda,sesamum,winter,10,20,208,0.29
,,,,,,,
2004,jharsuguda,sugarcane,winter,8,23,79,70.97
2005,jharsuguda,sugarcane,winter,9,20,40,62.94
2006,jharsuguda,sugarcane,winter,10,25,47,77.2
2007,jharsuguda,sugarcane,winter,11,21,53,63.25
2008,jharsuguda,sugarcane,winter,12,22,97,82.2
2009,jharsuguda,sugarcane,winter,13,20,34,78.89
2010,jharsuguda,sugarcane,winter,14,20,34,85.89
2011,jharsuguda,sugarcane,winter,14,19,36,91.6
2012,jharsuguda,sugarcane,winter,13,22,26,91.08
2013,jharsuguda,sugarcane,winter,12,23,21,66.94
2014,jharsuguda,sugarcane,winter,11,25,45,57.46
2015,jharsuguda,sugarcane,winter,10,24,8,56.06
2016,jharsuguda,sugarcane,winter,10,21,51,72.96
2017,jharsuguda,sugarcane,winter,9,21,1,63.2
,,,,,,,
,,,,,,,
2020,jharsuguda,sugarcane,winter,9,22,7,60.8
2021,jharsuguda,sugarcane,winter,9,23,28,103.04
2022,jharsuguda,sugarcane,winter,10,20,16,96.33
,,,,,,,
2004,jharsuguda,urad,autumn,250,31,30,0.19
,,,,,,,
2006,jharsuguda,urad,autumn,253,28,51,0.37
2007,jharsuguda,urad,autumn,251,29,11,0.4
2008,jharsuguda,urad,autumn,248,27,1,0.3
2009,jharsuguda,urad,autumn,249,27,15,0.18
2010,jharsuguda,urad,autumn,263,28,19,0.24
2011,jharsuguda,urad,autumn,289,28,13,0.1
2012,jharsuguda,urad,autumn,210,29,32,0.1
2013,jharsuguda,urad,autumn,230,29,3,0.13
2014,jharsuguda,urad,autumn,236,30,50,0.19
2015,jharsuguda,urad,autumn,245,28,5,0.18
2016,jharsuguda,urad,autumn,250,29,7,0.41
2017,jharsuguda,urad,autumn,252.2,28,73,0.81
,,,,,,,
,,,,,,,
,,,,,,,
2021,jharsuguda,urad,autumn,247,29,21,0.2
2022,jharsuguda,urad,autumn,250,30,,
,,,,,,,
2004,jharsuguda,sugarcane,winter,8,23,51,0.29
2005,jharsuguda,sugarcane,winter,9,20,32,0.37
2006,jharsuguda,sugarcane,winter,10,25,17,0.38
2007,jharsuguda,sugarcane,winter,11,21,10,0.26
2008,jharsuguda,sugarcane,winter,12,22,10,0.32
2009,jharsuguda,sugarcane,winter,13,20,31,0.43
2010,jharsuguda,sugarcane,winter,14,20,66,0.25
2011,jharsuguda,sugarcane,winter,14,19,11,0.35
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2016,jharsuguda,sugarcane,winter,10,21,2,0.4
2017,jharsuguda,sugarcane,winter,9,21,5,0.4
2018,jharsuguda,sugarcane,winter,12,23,4,0.3
,,,,,,,
,,,,,,,
2021,jharsuguda,sugarcane,winter,9,23,25,0.27
2022,jharsuguda,sugarcane,winter,10,20,16,0.81
,,,,,,,
2004,jharsuguda,moong(green-gram),summer,22,23,43,0.27
2005,jharsuguda,moong(green-gram),summer,21,27,192,0.41
2006,jharsuguda,moong(green-gram),summer,23,32,139,0.43
2007,jharsuguda,moong(green-gram),summer,21,33,286,0.38
2008,jharsuguda,moong(green-gram),summer,20,35,156,0.45
2009,jharsuguda,moong(green-gram),summer,20,34,211,0.34
2010,jharsuguda,moong(green-gram),summer,19,33,499,0.24
2011,jharsuguda,moong(green-gram),summer,18,32,83,0.3
2012,jharsuguda,moong(green-gram),summer,19,31,374,0.4
2013,jharsuguda,moong(green-gram),summer,20,30,261,0.37
2014,jharsuguda,moong(green-gram),summer,20,29,109,0.34
2015,jharsuguda,moong(green-gram),summer,23,30,107,0.35
2016,jharsuguda,moong(green-gram),summer,23,30,118,0.59
2017,jharsuguda,moong(green-gram),summer,24,32,275,0.5
2018,jharsuguda,moong(green-gram),summer,25,31,4,0.33
2019,jharsuguda,moong(green-gram),summer,21,30,57,0.32
2020,jharsuguda,moong(green-gram),summer,20,29,69,0.23
2021,jharsuguda,moong(green-gram),summer,20,28,707,0.5
2022,jharsuguda,moong(green-gram),summer,21,31,618,0.58
,,,,,,,
,,,,,,,
,,,,,,,
2006,jharsuguda,moong(green-gram),winter,10,25,2,0.35
2007,jharsuguda,moong(green-gram),winter,11,21,,
2008,jharsuguda,moong(green-gram),winter,12,22,2,0.1
2009,jharsuguda,moong(green-gram),winter,13,20,24,0.28
2010,jharsuguda,moong(green-gram),winter,14,20,27,0.14
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2015,jharsuguda,moong(green-gram),winter,10,24,5,0.36
2016,jharsuguda,moong(green-gram),winter,10,21,15,0.68
2017,jharsuguda,moong(green-gram),winter,9,21,29,0.55
2018,jharsuguda,moong(green-gram),winter,12,23,8,0.33
2019,jharsuguda,moong(green-gram),winter,8,21,1,0.3
2020,jharsuguda,moong(green-gram),winter,9,22,,
2021,jharsuguda,moong(green-gram),winter,9,23,17,0.5
2022,jharsuguda,moong(green-gram),winter,10,20,14,0.37
,,,,,,,
2004,jharsuguda,rapeseed & mustard,winter,8,23,565,0.33
2005,jharsuguda,rapeseed & mustard,winter,9,20,329,0.34
2006,jharsuguda,rapeseed & mustard,winter,10,25,436,0.32
2007,jharsuguda,rapeseed & mustard,winter,11,21,426,0.3
2008,jharsuguda,rapeseed & mustard,winter,12,22,285,0.3
2009,jharsuguda,rapeseed & mustard,winter,13,20,391,0.43
2010,jharsuguda,rapeseed & mustard,winter,14,20,497,0.29
2011,jharsuguda,rapeseed & mustard,winter,14,19,155,0.37
2012,jharsuguda,rapeseed & mustard,winter,13,22,267,0.3
2013,jharsuguda,rapeseed & mustard,winter,12,23,235,0.47
2014,jharsuguda,rapeseed & mustard,winter,11,25,90,0.44
2015,jharsuguda,rapeseed & mustard,winter,10,24,122,0.31
2016,jharsuguda,rapeseed & mustard,winter,10,21,226,0.48
2017,jharsuguda,rapeseed & mustard,winter,9,21,205,0.44
2018,jharsuguda,rapeseed & mustard,winter,12,23,42,0.35
2019,jharsuguda,rapeseed & mustard,winter,8,21,127,0.3
2020,jharsuguda,rapeseed & mustard,winter,9,22,195,0.28
2021,jharsuguda,rapeseed & mustard,winter,9,23,894,0.3
,,,,,,,
,,,,,,,
2004,jharsuguda,rice,autumn,250,31,26000,0.77
2005,jharsuguda,rice,autumn,252,28,27000,1
2006,jharsuguda,rice,autumn,253,28,29000,1.41
2007,jharsuguda,rice,autumn,251,29,26000,1.35
2008,jharsuguda,rice,autumn,248,27,24000,1.25
2009,jharsuguda,rice,autumn,249,27,19000,0.16
2010,jharsuguda,rice,autumn,263,28,22000,0.27
2011,jharsuguda,rice,autumn,289,28,12000,0.5
2012,jharsuguda,rice,autumn,210,29,13000,1.92
2013,jharsuguda,rice,autumn,230,29,17000,0.82
2014,jharsuguda,rice,autumn,236,30,23000,0.96
2015,jharsuguda,rice,autumn,245,28,18000,0.61
2016,jharsuguda,rice,autumn,250,29,19150,1.57
2017,jharsuguda,rice,autumn,252.2,28,21610,1.29
2018,jharsuguda,rice,autumn,259,29,20370,0.32
2019,jharsuguda,rice,autumn,262,27,21880,2.8
2020,jharsuguda,rice,autumn,249,28,21440,2.2
2021,jharsuguda,rice,autumn,247,29,23708,0.36
2022,jharsuguda,rice,autumn,250,30,21730,0.82
,,,,,,,
2004,jharsuguda,rice,summer,22,23,1000,1
2005,jharsuguda,rice,summer,21,27,1000,2
,,,,,,,
2007,jharsuguda,rice,summer,21,33,1000,2
2008,jharsuguda,rice,summer,20,35,2000,2
,,,,,,,
2010,jharsuguda,rice,summer,19,33,1000,1
2011,jharsuguda,rice,summer,18,32,1000,1
2012,jharsuguda,rice,summer,19,31,99000,0.01
,,,,,,,
,,,,,,,
,,,,,,,
2016,jharsuguda,rice,summer,23,30,530,2.3
2017,jharsuguda,rice,summer,24,32,590,2.37
2018,jharsuguda,rice,summer,25,31,680,3.24
2019,jharsuguda,rice,summer,21,30,610,4.08
2020,jharsuguda,rice,summer,20,29,1520,4.71
2021,jharsuguda,rice,summer,20,28,1206,4.49
2022,jharsuguda,rice,summer,21,31,1080,4.55
,,,,,,,
2004,jharsuguda,rice,winter,8,23,32000,1.44
2005,jharsuguda,rice,winter,9,20,33000,2.21
2006,jharsuguda,rice,winter,10,25,32000,2.22
2007,jharsuguda,rice,winter,11,21,31000,2.1
2008,jharsuguda,rice,winter,12,22,28000,2.39
2009,jharsuguda,rice,winter,13,20,29000,0.59
2010,jharsuguda,rice,winter,14,20,30000,0.83
2011,jharsuguda,rice,winter,14,19,26000,1.5
2012,jharsuguda,rice,winter,13,22,24000,3.08
2013,jharsuguda,rice,winter,12,23,23000,1.61
2014,jharsuguda,rice,winter,11,25,46000,1.65
2015,jharsuguda,rice,winter,10,24,28000,1.14
2016,jharsuguda,rice,winter,10,21,27560,2.44
2017,jharsuguda,rice,winter,9,21,26010,1.83
2018,jharsuguda,rice,winter,12,23,20420,0.3
2019,jharsuguda,rice,winter,8,21,29940,3.7
2020,jharsuguda,rice,winter,9,22,24250,3
2021,jharsuguda,rice,winter,9,23,22316,0.77
,,,,,,,
2004,kalahandi,groundnut,autumn,240,27,386,0.64
2005,kalahandi,groundnut,autumn,252,29,851,0.42
2006,kalahandi,groundnut,autumn,262,29,877,0.65
2007,kalahandi,groundnut,autumn,251,29,615,0.73
2008,kalahandi,groundnut,autumn,230,29,1072,0.74
2009,kalahandi,groundnut,autumn,212,28,971,0.86
2010,kalahandi,groundnut,autumn,240,30,941,0.98
2011,kalahandi,groundnut,autumn,239,29,1007,0.65
2012,kalahandi,groundnut,autumn,238,29,772,0.88
2013,kalahandi,groundnut,autumn,238,28,656,0.86
2014,kalahandi,groundnut,autumn,245,30,374,0.73
2015,kalahandi,groundnut,autumn,246,28,477,0.43
2016,kalahandi,groundnut,autumn,248,28,1998,0.95
2017,kalahandi,groundnut,autumn,250,27,134,0.83
2018,kalahandi,groundnut,autumn,242,28,177,0.92
2019,kalahandi,groundnut,autumn,240,28,255,1.15
2020,kalahandi,groundnut,autumn,240,29,233,1.08
2021,kalahandi,groundnut,autumn,254,30,1328,0.98
2022,kalahandi,groundnut,autumn,252,30,1165,1.22
,,,,,,,
2004,kalahandi,groundnut,summer,26,25,393,0.76
2005,kalahandi,groundnut,summer,23,29,371,0.98
2006,kalahandi,groundnut,summer,25,32,219,0.71
2007,kalahandi,groundnut,summer,24,32,508,0.98
2008,kalahandi,groundnut,summer,23,30,601,1.12
2009,kalahandi,groundnut,summer,25.5,31,640,0.83
2010,kalahandi,groundnut,summer,26.3,29,1261,1.28
2011,kalahandi,groundnut,summer,29,29,1100,1.04
2012,kalahandi,groundnut,summer,19,30,1644,1.09
2013,kalahandi,groundnut,summer,20,32,1245,1.19
2014,kalahandi,groundnut,summer,25,31,758,1.28
2015,kalahandi,groundnut,summer,24,32,282,0.82
2016,kalahandi,groundnut,summer,25,32,560,1.04
2017,kalahandi,groundnut,summer,26.5,31,639,1.01
2018,kalahandi,groundnut,summer,25,30,742,1.19
2019,kalahandi,groundnut,summer,24,31,684,1.5
2020,kalahandi,groundnut,summer,27,29,1063,1.04
2021,kalahandi,groundnut,summer,20,30,1099,1.36
2022,kalahandi,groundnut,summer,25,28,1018,1.44
,,,,,,,
2004,kalahandi,groundnut,winter,8,25,665,0.61
2005,kalahandi,groundnut,winter,8,22,1024,0.58
2006,kalahandi,groundnut,winter,9,22,747,0.71
2007,kalahandi,groundnut,winter,10,25,310,0.97
2008,kalahandi,groundnut,winter,11,24,889,0.98
2009,kalahandi,groundnut,winter,7,21,618,1.33
2010,kalahandi,groundnut,winter,8,23,1241,1.38
2011,kalahandi,groundnut,winter,9,25,477,1.21
2012,kalahandi,groundnut,winter,10,22,643,1.01
2013,kalahandi,groundnut,winter,10,20,309,1.02
2014,kalahandi,groundnut,winter,11,19,1056,0.92
2015,kalahandi,groundnut,winter,12,20,443,0.87
2016,kalahandi,groundnut,winter,13,22,1472,1.15
2017,kalahandi,groundnut,winter,7,23,169,1.06
2018,kalahandi,groundnut,winter,11,21,108,0.11
2019,kalahandi,groundnut,winter,12,22,105,2.09
,,,,,,,
2021,kalahandi,groundnut,winter,9,21,306,1.8
2022,kalahandi,groundnut,winter,10,23,285,1.4
,,,,,,,
2004,kalahandi,horse-gram,winter,8,25,6716,0.22
2005,kalahandi,horse-gram,winter,8,22,7010,0.23
2006,kalahandi,horse-gram,winter,9,22,5461,0.24
2007,kalahandi,horse-gram,winter,10,25,5794,0.23
2008,kalahandi,horse-gram,winter,11,24,5088,0.21
2009,kalahandi,horse-gram,winter,7,21,5317,0.27
2010,kalahandi,horse-gram,winter,8,23,7147,0.3
2011,kalahandi,horse-gram,winter,9,25,4443,0.18
2012,kalahandi,horse-gram,winter,10,22,5276,0.33
2013,kalahandi,horse-gram,winter,10,20,4862,0.33
2014,kalahandi,horse-gram,winter,11,19,2605,0.33
2015,kalahandi,horse-gram,winter,12,20,3347,0.17
2016,kalahandi,horse-gram,winter,13,22,2213,0.42
2017,kalahandi,horse-gram,winter,7,23,1894,0.37
2018,kalahandi,horse-gram,winter,11,21,2185,0.4
2019,kalahandi,horse-gram,winter,12,22,2742,0.43
2020,kalahandi,horse-gram,winter,10,20,4493,0.42
2021,kalahandi,horse-gram,winter,9,21,4372,0.41
2022,kalahandi,horse-gram,winter,10,23,3765,0.47
,,,,,,,
2004,kalahandi,maize,autumn,240,27,1417,0.78
2005,kalahandi,maize,autumn,252,29,1415,0.65
2006,kalahandi,maize,autumn,262,29,1410,0.64
2007,kalahandi,maize,autumn,251,29,1429,0.75
2008,kalahandi,maize,autumn,230,29,1213,0.84
2009,kalahandi,maize,autumn,212,28,1705,0.89
2010,kalahandi,maize,autumn,240,30,2569,1.24
2011,kalahandi,maize,autumn,239,29,2624,1.1
2012,kalahandi,maize,autumn,238,29,2679,1.29
2013,kalahandi,maize,autumn,238,28,3818,1.53
2014,kalahandi,maize,autumn,245,30,3902,1.21
2015,kalahandi,maize,autumn,246,28,1224,0.99
2016,kalahandi,maize,autumn,248,28,2678,1.19
2017,kalahandi,maize,autumn,250,27,1237,1.39
2018,kalahandi,maize,autumn,242,28,1147,1.05
2019,kalahandi,maize,autumn,240,28,1189,1.4
2020,kalahandi,maize,autumn,240,29,1478,1.91
2021,kalahandi,maize,autumn,254,30,3504,1.81
2022,kalahandi,maize,autumn,252,30,2200,2.46
,,,,,,,
2004,kalahandi,maize,summer,26,25,5,0.56
2005,kalahandi,maize,summer,23,29,5,0.9
2006,kalahandi,maize,summer,25,32,1,1.1
,,,,,,,
2008,kalahandi,maize,summer,23,30,83,1.07
2009,kalahandi,maize,summer,25.5,31,14,1.2
2010,kalahandi,maize,summer,26.3,29,105,2.11
2011,kalahandi,maize,summer,29,29,131,1.5
2012,kalahandi,maize,summer,19,30,22,1.9
2013,kalahandi,maize,summer,20,32,9,1.46
2014,kalahandi,maize,summer,25,31,77,1.12
2015,kalahandi,maize,summer,24,32,26,1.32
,,,,,,,
2017,kalahandi,maize,summer,26.5,31,2,1.9
2018,kalahandi,maize,summer,25,30,42,2.99
,,,,,,,
2020,kalahandi,maize,summer,27,29,4,1.5
2021,kalahandi,maize,summer,20,30,21,1.62
,,,,,,,
,,,,,,,
2004,kalahandi,ragi,autumn,240,27,605,0.49
2005,kalahandi,ragi,autumn,252,29,731,0.38
2006,kalahandi,ragi,autumn,262,29,751,0.42
2007,kalahandi,ragi,autumn,251,29,930,0.43
2008,kalahandi,ragi,autumn,230,29,712,0.46
2009,kalahandi,ragi,autumn,212,28,622,0.47
2010,kalahandi,ragi,autumn,240,30,732,0.57
2011,kalahandi,ragi,autumn,239,29,391,0.45
2012,kalahandi,ragi,autumn,238,29,417,0.53
2013,kalahandi,ragi,autumn,238,28,383,0.48
2014,kalahandi,ragi,autumn,245,30,412,0.51
2015,kalahandi,ragi,autumn,246,28,318,0.31
2016,kalahandi,ragi,autumn,248,28,1339,0.5
2017,kalahandi,ragi,autumn,250,27,452,0.58
2018,kalahandi,ragi,autumn,242,28,93,0.32
2019,kalahandi,ragi,autumn,240,28,14,0.58
2020,kalahandi,ragi,autumn,240,29,133,0.35
2021,kalahandi,ragi,autumn,254,30,67,0.34
2022,kalahandi,ragi,autumn,252,30,177,0.56
,,,,,,,
2004,kalahandi,ragi,winter,8,25,1138,0.4
2005,kalahandi,ragi,winter,8,22,1577,0.41
2006,kalahandi,ragi,winter,9,22,831,0.41
2007,kalahandi,ragi,winter,10,25,830,0.41
2008,kalahandi,ragi,winter,11,24,538,0.46
2009,kalahandi,ragi,winter,7,21,807,0.53
2010,kalahandi,ragi,winter,8,23,823,0.44
2011,kalahandi,ragi,winter,9,25,816,0.35
2012,kalahandi,ragi,winter,10,22,825,0.47
2013,kalahandi,ragi,winter,10,20,766,0.53
2014,kalahandi,ragi,winter,11,19,564,0.49
2015,kalahandi,ragi,winter,12,20,696,0.37
2016,kalahandi,ragi,winter,13,22,532,0.56
2017,kalahandi,ragi,winter,7,23,671,0.52
2018,kalahandi,ragi,winter,11,21,1252,0.59
2019,kalahandi,ragi,winter,12,22,1044,0.46
2020,kalahandi,ragi,winter,10,20,1576,0.71
2021,kalahandi,ragi,winter,9,21,1423,0.73
2022,kalahandi,ragi,winter,10,23,906,0.46
,,,,,,,
2004,kalahandi,sesamum,winter,8,25,860,0.1
2005,kalahandi,sesamum,winter,8,22,820,0.11
2006,kalahandi,sesamum,winter,9,22,588,0.12
2007,kalahandi,sesamum,winter,10,25,718,0.12
2008,kalahandi,sesamum,winter,11,24,361,0.11
2009,kalahandi,sesamum,winter,7,21,483,0.14
2010,kalahandi,sesamum,winter,8,23,757,0.17
2011,kalahandi,sesamum,winter,9,25,338,0.1
2012,kalahandi,sesamum,winter,10,22,363,0.15
2013,kalahandi,sesamum,winter,10,20,194,0.13
2014,kalahandi,sesamum,winter,11,19,77,0.08
2015,kalahandi,sesamum,winter,12,20,100,0.1
2016,kalahandi,sesamum,winter,13,22,177,0.11
2017,kalahandi,sesamum,winter,7,23,123,0.15
2018,kalahandi,sesamum,winter,11,21,92,0.18
2019,kalahandi,sesamum,winter,12,22,79,0.2
2020,kalahandi,sesamum,winter,10,20,196,0.22
2021,kalahandi,sesamum,winter,9,21,648,0.2
2022,kalahandi,sesamum,winter,10,23,227,0.21
,,,,,,,
2004,kalahandi,sugarcane,winter,8,25,290,44.73
2005,kalahandi,sugarcane,winter,8,22,577,57.5
2006,kalahandi,sugarcane,winter,9,22,374,49.52
2007,kalahandi,sugarcane,winter,10,25,367,44.14
2008,kalahandi,sugarcane,winter,11,24,163,46.5
2009,kalahandi,sugarcane,winter,7,21,192,51.42
2010,kalahandi,sugarcane,winter,8,23,212,50.81
2011,kalahandi,sugarcane,winter,9,25,481,45.05
2012,kalahandi,sugarcane,winter,10,22,372,55.43
2013,kalahandi,sugarcane,winter,10,20,72,52
2014,kalahandi,sugarcane,winter,11,19,53,49.05
2015,kalahandi,sugarcane,winter,12,20,112,55.86
2016,kalahandi,sugarcane,winter,13,22,62,48
2017,kalahandi,sugarcane,winter,7,23,46,57.3
2018,kalahandi,sugarcane,winter,11,21,49,115.8
2019,kalahandi,sugarcane,winter,12,22,176,53.8
2020,kalahandi,sugarcane,winter,10,20,215,58.1
2021,kalahandi,sugarcane,winter,9,21,39,58.4
2022,kalahandi,sugarcane,winter,10,23,125,66.8
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2007,kalahandi,urad,summer,24,32,12,0.1
2008,kalahandi,urad,summer,23,30,21,0.15
2009,kalahandi,urad,summer,25.5,31,8,0.15
2010,kalahandi,urad,summer,26.3,29,33,0.24
2011,kalahandi,urad,summer,29,29,2,0.1
,,,,,,,
2013,kalahandi,urad,summer,20,32,19,0.17
2014,kalahandi,urad,summer,25,31,22,0.33
2015,kalahandi,urad,summer,24,32,65,0.56
2016,kalahandi,urad,summer,25,32,6,0.33
2017,kalahandi,urad,summer,26.5,31,186,0.38
2018,kalahandi,urad,summer,25,30,4,0.6
,,,,,,,
,,,,,,,
2021,kalahandi,urad,summer,20,30,10,0.34
2022,kalahandi,urad,summer,25,28,62,0.64
,,,,,,,
2004,kalahandi,urad,winter,8,25,4789,0.17
2005,kalahandi,urad,winter,8,22,6329,0.17
2006,kalahandi,urad,winter,9,22,4240,0.16
2007,kalahandi,urad,winter,10,25,5286,0.18
2008,kalahandi,urad,winter,11,24,4894,0.16
2009,kalahandi,urad,winter,7,21,4736,0.25
2010,kalahandi,urad,winter,8,23,6021,0.26
2011,kalahandi,urad,winter,9,25,4611,0.16
2012,kalahandi,urad,winter,10,22,5208,0.26
2013,kalahandi,urad,winter,10,20,4267,0.36
2014,kalahandi,urad,winter,11,19,2942,0.33
2015,kalahandi,urad,winter,12,20,2120,0.17
2016,kalahandi,urad,winter,13,22,3222,0.46
2017,kalahandi,urad,winter,7,23,3132,0.39
2018,kalahandi,urad,winter,11,21,2418,0.36
2019,kalahandi,urad,winter,12,22,3656,0.42
2020,kalahandi,urad,winter,10,20,5713,0.43
2021,kalahandi,urad,winter,9,21,4529,0.39
2022,kalahandi,urad,winter,10,23,4519,0.56
,,,,,,,
2004,kalahandi,wheat,summer,26,25,160,0.97
2005,kalahandi,wheat,summer,23,29,84,0.77
